epoch,time_sec,loss,val_loc_recall@1,val_loc_ndcg@1,val_loc_recall@5,val_loc_ndcg@5,val_loc_recall@10,val_loc_ndcg@10,test_loc_recall@1,test_loc_ndcg@1,test_loc_recall@5,test_loc_ndcg@5,test_loc_recall@10,test_loc_ndcg@10
13,148.60909223556519,52.798172675018904,0.07783625015298005,0.07783625015298005,0.1708481214049688,0.12619826407710336,0.2084200220291274,0.13837697203295596,0.07548132092311616,0.07548132092311616,0.1643503761315823,0.12291354674337228,0.19992349866122658,0.13449500914770898
14,147.5511167049408,52.48104620507723,0.08114061926324807,0.08114061926324807,0.1786807000367152,0.13263093650873545,0.21735405703096317,0.1452267461702211,0.07777636108631901,0.07777636108631901,0.16957796761443325,0.12670309418518141,0.20731862807599133,0.13900450471635226
15,150.6186101436615,52.19452010021855,0.08273161179782157,0.08273161179782157,0.1835760616815567,0.13640489471453288,0.22127034634683637,0.1485332009397249,0.07981639678694377,0.07981639678694377,0.17493306132857325,0.13015552368772648,0.20935866377661608,0.1413282753784985
16,153.67764711380005,51.921829667228806,0.08150777138661118,0.08150777138661118,0.18626851058621954,0.1366979490877613,0.2239627952514992,0.1489617675816381,0.07637383654213949,0.07637383654213949,0.17493306132857325,0.12868531835819405,0.21165370393981894,0.140666332329078
17,144.12273359298706,51.68630526474089,0.08273161179782157,0.08273161179782157,0.19006241586097172,0.13931347631267257,0.2306939175131563,0.1525458847129816,0.07943389009307662,0.07943389009307662,0.18181818181818182,0.13297429320597304,0.2163712864975137,0.1441411576822189
18,143.26532316207886,51.51510813001551,0.08322114796230572,0.08322114796230572,0.19238771264227145,0.1408821187978158,0.233019214294456,0.15401093830838808,0.07726635216116282,0.07726635216116282,0.18449572867525182,0.13369209768971846,0.22019635343618513,0.14529004310765134
19,149.05826091766357,51.312152680697295,0.07881532248194835,0.07881532248194835,0.18528943825725125,0.13569271437921337,0.23338636641781912,0.15131437544314402,0.07981639678694377,0.07981639678694377,0.17710059926048705,0.1312863986687926,0.21994134897360704,0.14520943895919003
20,142.1139419078827,51.17506703001749,0.07808101823522212,0.07808101823522212,0.19263248072451353,0.13930222474147108,0.23509974299351363,0.15300648340964723,0.07599132984827235,0.07599132984827235,0.1820731862807599,0.13246320958467644,0.22478643376259083,0.14629402447002177
21,152.03687691688538,51.01725023984314,0.08677028515481582,0.08677028515481582,0.1967935381226288,0.14463452695195408,0.24060702484396035,0.15873572641392988,0.08147392579370138,0.08147392579370138,0.18653576437587657,0.13672467855703127,0.227846487313528,0.1500120164217822
22,144.88912510871887,50.85369205065878,0.08175253946885326,0.08175253946885326,0.19716069024599192,0.14280228711971965,0.24085179292620243,0.15680525140507892,0.0785413744740533,0.0785413744740533,0.18538824429427514,0.13536926088293003,0.22861150070126227,0.14930775105748023
23,150.67979097366333,50.738854554449205,0.07918247460531147,0.07918247460531147,0.19887406682168646,0.1425417255281512,0.24880675559906987,0.1586700191135696,0.07739385439245187,0.07739385439245187,0.19112584470228228,0.1371253307195824,0.23689914573505036,0.1518334669223568
24,149.95067358016968,50.61312311944213,0.07746909802961693,0.07746909802961693,0.19605923387590257,0.14011312026374126,0.24354424183086526,0.1555135766261503,0.07586382761698329,0.07586382761698329,0.190360831314548,0.13636008682838283,0.2334565854902461,0.15032225809625624
25,139.4652705192566,50.51782312580556,0.08297637988006364,0.08297637988006364,0.19924121894504956,0.14491968447204145,0.24746053114673847,0.16055696050126642,0.0809639168685452,0.0809639168685452,0.19291087594032896,0.14042767568478456,0.23944919036083132,0.15539658436677323
26,145.09858798980713,50.431336806257264,0.08175253946885326,0.08175253946885326,0.197405458328234,0.14286607837621562,0.2469709949822543,0.15892253291459552,0.07701134769858473,0.07701134769858473,0.19150835139614944,0.1377896018004244,0.23817416804794084,0.15289007444003552
27,148.2414994239807,50.32559911610539,0.0783257863174642,0.0783257863174642,0.19899645086280748,0.14212854704240035,0.24770529922898055,0.15795179608474819,0.07650133877342853,0.07650133877342853,0.193038378171618,0.13796804146348374,0.23944919036083132,0.15293196811901585
28,151.0170702934265,50.25564152751925,0.08407783625015298,0.08407783625015298,0.20205605189083345,0.14680587429484426,0.24941867580467508,0.16221236078570805,0.08032640571209997,0.08032640571209997,0.195715925028688,0.14136885492059628,0.24110671936758893,0.15607805277838263
29,150.88621640205383,50.14379442107871,0.08358830008566882,0.08358830008566882,0.20083221147962305,0.14558143661897838,0.2462366907355281,0.16024531318820132,0.07662884100471758,0.07662884100471758,0.19546092056610992,0.13981702364434945,0.23740915466020657,0.1534534700098017
30,151.39177918434143,50.08309967605592,0.08444498837351609,0.08444498837351609,0.20707379757679598,0.14964385787504947,0.2517439725859748,0.16408490488701652,0.07994389901823282,0.07994389901823282,0.20247354328700753,0.14527631214074482,0.24327425729950275,0.15839525983146027
31,151.8358817100525,50.00501490100569,0.07759148207073797,0.07759148207073797,0.1980173785338392,0.14179642140507887,0.2475829151878595,0.15776655676096163,0.07586382761698329,0.07586382761698329,0.19558842279739896,0.13947671818274193,0.24174423052403418,0.1543582295347017
32,148.3855264186859,49.95564544813172,0.08199730755109534,0.08199730755109534,0.20474850079549628,0.14699887922994512,0.2550483416962428,0.16328728670969453,0.07917888563049853,0.07917888563049853,0.19941348973607037,0.14337082609038382,0.2431467550682137,0.15765052320974512
33,146.03329420089722,49.89383083399431,0.08016154693427976,0.08016154693427976,0.20401419654877004,0.14577026826605016,0.2530901970383062,0.16158695063236775,0.07497131199795996,0.07497131199795996,0.1978834629606018,0.14083031615204125,0.2423817416804794,0.15517640882922756
34,138.74215531349182,49.83118825478581,0.08273161179782157,0.08273161179782157,0.2051156529188594,0.14734722016097254,0.25480357361400074,0.16339518300338207,0.07943389009307662,0.07943389009307662,0.19992349866122658,0.14365333933528096,0.2453142930001275,0.1583297196911045
35,146.81317806243896,49.76195039575093,0.08334353200342676,0.08334353200342676,0.20695141353567495,0.14882334773185393,0.25357973320279037,0.16390992979891894,0.07841387224276425,0.07841387224276425,0.20043350758638276,0.14312785059825417,0.2450592885375494,0.157598680928093
36,148.1529939174652,49.716537829397495,0.08371068412678986,0.08371068412678986,0.2084200220291274,0.14986451802310913,0.25480357361400074,0.16482089659587332,0.0785413744740533,0.0785413744740533,0.2005610098176718,0.14376555113985148,0.24786433762590845,0.15911183442887672
37,146.90979981422424,49.652253110708145,0.08334353200342676,0.08334353200342676,0.20413658058989106,0.14794387339655707,0.25186635662709583,0.16340509530103509,0.07917888563049853,0.07917888563049853,0.2051510901440775,0.14644591545824584,0.24709932423817416,0.15999323453022238
38,150.86732172966003,49.61902358451821,0.08309876392118468,0.08309876392118468,0.20768571778240116,0.14968343467712986,0.2563945661485742,0.1653930517680612,0.07956139232436568,0.07956139232436568,0.2051510901440775,0.14661889258322325,0.2477368353946194,0.16029529321578243
39,145.34007930755615,49.55936179118748,0.08566882878472647,0.08566882878472647,0.2058499571655856,0.14902645557035563,0.25541549381960593,0.16506261613870568,0.0809639168685452,0.0809639168685452,0.20145352543669515,0.14479789368111945,0.24850184878235368,0.16005292802338514
40,149.714457988739,49.53813506100058,0.08432260433239505,0.08432260433239505,0.20340227634316485,0.14836711640851674,0.25406926936727453,0.16479965851117545,0.07701134769858473,0.07701134769858473,0.20094351651153894,0.14409854161515917,0.2479918398571975,0.15938304429468902
41,152.5454444885254,49.47832456676057,0.08358830008566882,0.08358830008566882,0.20560518908334352,0.14797426195043112,0.25700648635417944,0.16441402966280838,0.07624633431085044,0.07624633431085044,0.20094351651153894,0.1425757096211369,0.24722682646946323,0.15756887010921253
42,144.37920904159546,49.43311230149787,0.08077346713988495,0.08077346713988495,0.20315750826092277,0.1463423781712422,0.2511320523803696,0.16178432867439763,0.0761188320795614,0.0761188320795614,0.19877597857962515,0.1425558248071453,0.2506693867142675,0.15933527527575314
43,143.28304862976074,49.407510633992686,0.08420022029127401,0.08420022029127401,0.20609472524782768,0.1492948510038154,0.2560274140252111,0.165465774515416,0.07956139232436568,0.07956139232436568,0.20017850312380467,0.1444413064010408,0.252071911258447,0.1613067901022015
44,139.41645646095276,49.34804529509825,0.08322114796230572,0.08322114796230572,0.20854240607024843,0.15000504463192532,0.25896463101211603,0.16633889184137,0.07866887670534234,0.07866887670534234,0.20629861022567894,0.1469780558319583,0.252071911258447,0.16173316091660045
45,142.29888033866882,49.32701182477172,0.08689266919593686,0.08689266919593686,0.2084200220291274,0.15179543171076598,0.2579855586831477,0.16775837931620158,0.08262144587530282,0.08262144587530282,0.20464108121892133,0.14861304234002268,0.2525819201836032,0.164115811475728
46,149.02412867546082,49.29394153622743,0.08273161179782157,0.08273161179782157,0.2062171092889487,0.14903527223601393,0.25553787786072696,0.16491340043684535,0.07994389901823282,0.07994389901823282,0.20094351651153894,0.14588050205504183,0.25321943134004843,0.16269623759402982
47,148.0110685825348,49.250674029272574,0.08114061926324807,0.08114061926324807,0.2019336678497124,0.1456172391653732,0.25260066087382205,0.16205319796879541,0.0782863700114752,0.0782863700114752,0.2003060053550937,0.1436549224150389,0.24760933316333036,0.15887427477071772
48,153.59138441085815,49.228435411355285,0.08432260433239505,0.08432260433239505,0.20560518908334352,0.14962045809160815,0.262146616081263,0.16781699797497607,0.0807089124059671,0.0807089124059671,0.20247354328700753,0.14662125830928174,0.25755450720387607,0.1643320490408655
49,157.63061952590942,49.18510107244132,0.08468975645575817,0.08468975645575817,0.20474850079549628,0.14858414419291727,0.255660261901848,0.16501698685004595,0.0807089124059671,0.0807089124059671,0.19877597857962515,0.14469159070849344,0.25105189340813466,0.16156064490494976
50,150.15765476226807,49.1599167857746,0.0834659160445478,0.0834659160445478,0.20633949333006976,0.14878482129112508,0.258842246970995,0.16577341198089612,0.07739385439245187,0.07739385439245187,0.2040035700624761,0.14538359033670806,0.2523269157210251,0.16097500228340736
51,156.70944356918335,49.10589343495462,0.08628074899033165,0.08628074899033165,0.2080528699057643,0.15098469963623457,0.25847509484763187,0.16726885379097509,0.08364146372561519,0.08364146372561519,0.20680861915083515,0.14966131714660114,0.2523269157210251,0.16436575366255127
52,149.33727145195007,49.08333109354133,0.0864031330314527,0.0864031330314527,0.2045037327132542,0.1494436666958482,0.2566393342308163,0.16631267345341164,0.08249394364401377,0.08249394364401377,0.20247354328700753,0.14755394170969158,0.24977687109524416,0.16294563944419094
53,142.6868381500244,49.0485397955945,0.08493452453800024,0.08493452453800024,0.2054828050422225,0.14909469811427026,0.2579855586831477,0.16593684298568193,0.07764885885502996,0.07764885885502996,0.2013260232054061,0.14459792133665322,0.25513196480938416,0.1620360872665869
54,153.58649587631226,49.03332706708976,0.08395545220903194,0.08395545220903194,0.20854240607024843,0.1504455000844175,0.2630033043691103,0.16799162710300933,0.07892388116792044,0.07892388116792044,0.20362106336860894,0.14647319959268784,0.25627948489098556,0.16352201387785867
55,149.59463596343994,49.000289891122094,0.0799167788520377,0.0799167788520377,0.20731856565903806,0.1477354945809382,0.2605556235466895,0.16481247463682672,0.07917888563049853,0.07917888563049853,0.20272854774958562,0.14570398823834646,0.2541119469590718,0.16229928776680716
56,146.49182057380676,48.97351873338288,0.08248684371557949,0.08248684371557949,0.20768571778240116,0.14907863109176855,0.25774079060090566,0.16518285653536008,0.08160142802499044,0.08160142802499044,0.2051510901440775,0.14778695744655274,0.25219941348973607,0.16295881713210328
57,145.01758098602295,48.93935898107154,0.08211969159221638,0.08211969159221638,0.2074409497001591,0.1487932018748755,0.2623913841635051,0.16647572543874625,0.07994389901823282,0.07994389901823282,0.2042585745250542,0.14672329153969596,0.25513196480938416,0.16318538047427442
58,146.46334266662598,48.92199839577428,0.08273161179782157,0.08273161179782157,0.2019336678497124,0.14650018894166145,0.2592093990943581,0.16490562425557265,0.08147392579370138,0.08147392579370138,0.20068851204896085,0.14527777289152602,0.25423944919036084,0.162547315818443
59,150.88321352005005,48.896808734976354,0.08407783625015298,0.08407783625015298,0.20119936360298618,0.14707369052157263,0.25419165340839556,0.16415005673934424,0.0809639168685452,0.0809639168685452,0.20183603213056228,0.14610389167217064,0.2516894045645799,0.16223106600261533
60,149.35162115097046,48.89114091431285,0.0854240607024844,0.0854240607024844,0.20572757312446457,0.14958811726860166,0.26190184799902094,0.16776490545217387,0.08223893918143567,0.08223893918143567,0.2013260232054061,0.14664518378316846,0.2550044625780951,0.16401691051005526
61,143.85447692871094,48.83066101108459,0.08493452453800024,0.08493452453800024,0.20425896463101212,0.14891437912436656,0.26067800758781057,0.1671925021376287,0.0809639168685452,0.0809639168685452,0.20553359683794467,0.1478167319615459,0.2543669514216499,0.16366054397919463
62,153.50574135780334,48.815877477870906,0.08530167666136336,0.08530167666136336,0.20425896463101212,0.14913504910562428,0.2587198629298739,0.16667461426630698,0.08223893918143567,0.08223893918143567,0.20311105444345276,0.14718179983644633,0.25449445365293893,0.16380965623429397
63,143.72151374816895,48.80017999253578,0.08444498837351609,0.08444498837351609,0.20315750826092277,0.14764988581052596,0.2578631746420267,0.16530792760361715,0.08007140124952186,0.08007140124952186,0.2015810276679842,0.14571014408415925,0.25105189340813466,0.16177725361786705
64,150.6441752910614,48.78038866251003,0.08530167666136336,0.08530167666136336,0.20376942846652796,0.14869945195324927,0.25835271080651084,0.1663598287770833,0.08032640571209997,0.08032640571209997,0.20413107229376515,0.14733848153184478,0.2533469335713375,0.16323924369765197
65,155.30884718894958,48.74359483833956,0.08334353200342676,0.08334353200342676,0.20107697956186513,0.14609714432877902,0.2573736384775425,0.16417387037057798,0.0838964681881933,0.0838964681881933,0.20068851204896085,0.14598835615058128,0.25296442687747034,0.16283703607654412
66,141.6109697818756,48.69862329656704,0.08456737241463713,0.08456737241463713,0.2058499571655856,0.14932122215648685,0.255660261901848,0.16550885963186088,0.07956139232436568,0.07956139232436568,0.20209103659314037,0.14521057379575586,0.2501593777891113,0.16088535178684996
67,142.98576760292053,48.6946639626597,0.08334353200342676,0.08334353200342676,0.20279035613755966,0.14743701310304252,0.2544364214906376,0.1640215560259543,0.07764885885502996,0.07764885885502996,0.20362106336860894,0.14562897515071985,0.25028688002040034,0.16067060546639106
68,145.66663217544556,48.69908582642295,0.08787174152490515,0.08787174152490515,0.20217843593195448,0.14915990590203015,0.25541549381960593,0.16628582761915323,0.0807089124059671,0.0807089124059671,0.19979599642993753,0.1453266567597504,0.24748183093204132,0.16071965236772037
69,146.14907550811768,48.64779593807352,0.08970750214172071,0.08970750214172071,0.20327989230204382,0.15003695792600963,0.2594541671766002,0.1682227551499424,0.08568149942623995,0.08568149942623995,0.20451357898763228,0.1488948708534788,0.2530919291087594,0.16460947115385122
70,143.8697772026062,48.636538548829535,0.08701505323705788,0.08701505323705788,0.2048708848366173,0.14980327866751741,0.2594541671766002,0.16745632717650547,0.0812189213311233,0.0812189213311233,0.2015810276679842,0.14583942756944054,0.25181690679586893,0.1621307182772555
71,151.9080309867859,48.619414450794864,0.08689266919593686,0.08689266919593686,0.20731856565903806,0.15086565463695542,0.2614123118345368,0.16822848379750568,0.08236644141272473,0.08236644141272473,0.20362106336860894,0.14727836356743035,0.2507968889455566,0.16247714793562024
72,145.81201934814453,48.602621957884125,0.08860604577163138,0.08860604577163138,0.20376942846652796,0.14989057661065738,0.26067800758781057,0.16830178822448066,0.08249394364401377,0.08249394364401377,0.20311105444345276,0.14668071494180906,0.2541119469590718,0.16317720755499632
73,144.11651754379272,48.56814839526783,0.08603598090808959,0.08603598090808959,0.20988863052257986,0.15167941875402907,0.26398237669807856,0.1691668920156028,0.08160142802499044,0.08160142802499044,0.209103659314038,0.14972797879740457,0.25691699604743085,0.16524212898138635
74,139.26536631584167,48.56138066312448,0.08725982131929996,0.08725982131929996,0.20854240607024843,0.15151737922335937,0.2609227756700526,0.16837491824714168,0.08300395256916997,0.08300395256916997,0.20680861915083515,0.1487078524420156,0.2530919291087594,0.1637066251903594
75,143.33653807640076,48.55881462161843,0.0889731978949945,0.0889731978949945,0.2090319422347326,0.15300823637780034,0.2663076734793783,0.17153964806341246,0.08058141017467806,0.08058141017467806,0.20438607675634324,0.14737677311967196,0.25895703174805557,0.16512429751061547
76,142.23365473747253,48.52369226638491,0.08615836494921063,0.08615836494921063,0.2090319422347326,0.15193318643734513,0.2599437033410843,0.16842551461384822,0.07994389901823282,0.07994389901823282,0.20362106336860894,0.14644676206003385,0.25321943134004843,0.16254371541062895
77,145.74335718154907,48.49465308717732,0.0893403500183576,0.0893403500183576,0.2058499571655856,0.1509740957831858,0.262269000122384,0.16923644619725672,0.0833864592630371,0.0833864592630371,0.20362106336860894,0.14763712050065722,0.25513196480938416,0.16428316375529237
78,136.0540852546692,48.4822219284817,0.08481214049687921,0.08481214049687921,0.20719618161791703,0.14974499191929727,0.26557336923265207,0.16863313096270774,0.07905138339920949,0.07905138339920949,0.20489608568149942,0.1462907559080086,0.25627948489098556,0.16292112922084798
79,145.66397166252136,48.47666664195819,0.08701505323705788,0.08701505323705788,0.20670664545343287,0.1504178579617212,0.262269000122384,0.16830166222021783,0.08007140124952186,0.08007140124952186,0.2015810276679842,0.14464537136472336,0.2534744358026265,0.16148218536854217
80,151.04496550559998,48.45816325789448,0.08725982131929996,0.08725982131929996,0.20817525394688532,0.15136224254664876,0.26606290539713623,0.1700858075927162,0.08580900165752901,0.08580900165752901,0.2034935611373199,0.14827049843255435,0.2576820094351651,0.16574491163563487
81,142.43771290779114,48.43153225518395,0.08591359686696855,0.08591359686696855,0.20682902949455392,0.15039706870634484,0.26251376820462613,0.16843121386029528,0.0809639168685452,0.0809639168685452,0.20272854774958562,0.14642461637339238,0.2530919291087594,0.1626791318247517
82,142.0381691455841,48.39793819200366,0.0899522702239628,0.0899522702239628,0.21123485497491126,0.15400310565187858,0.26202423204014197,0.17051937629420527,0.08453397934463854,0.08453397934463854,0.20209103659314037,0.1471092853066752,0.25321943134004843,0.16378350471349817
83,150.6761600971222,48.393498796687666,0.08872842981275242,0.08872842981275242,0.20438134867213315,0.150316725511356,0.26190184799902094,0.16887660512593308,0.08415147265077139,0.08415147265077139,0.20094351651153894,0.14595324137708476,0.2538569424964937,0.16316530043474192
84,144.33999752998352,48.37027657998575,0.08505690857912128,0.08505690857912128,0.20413658058989106,0.148925011528704,0.2599437033410843,0.16695446093668043,0.08109141909983425,0.08109141909983425,0.20017850312380467,0.1445198578409253,0.2533469335713375,0.16164623697725436
85,146.80311918258667,48.34409505148477,0.08689266919593686,0.08689266919593686,0.2087871741524905,0.15168117540963144,0.26104515971117365,0.16850343864881165,0.08249394364401377,0.08249394364401377,0.20502358791278846,0.14740949530968112,0.25296442687747034,0.1629089064308078
86,147.38243556022644,48.3306982265437,0.08615836494921063,0.08615836494921063,0.21086770285154816,0.15290423696663488,0.2644719128625627,0.1701218364047911,0.08109141909983425,0.08109141909983425,0.20527859237536658,0.1471647599339865,0.2560244804284075,0.1636007328118868
87,142.9939842224121,48.32944176942957,0.0864031330314527,0.0864031330314527,0.2074409497001591,0.15056061487188538,0.262269000122384,0.16811976192003655,0.08109141909983425,0.08109141909983425,0.20260104551829658,0.14574260297028915,0.25219941348973607,0.1617592384958699
88,151.63088965415955,48.29581891397804,0.0899522702239628,0.0899522702239628,0.21086770285154816,0.15397559074071088,0.2693672745074042,0.1728056322629588,0.08287645033788091,0.08287645033788091,0.20655361468825703,0.14920755344189263,0.25780951166645416,0.16585307465240418
89,156.00379753112793,48.296191652168055,0.087382205360421,0.087382205360421,0.20927671031697467,0.15302754705720514,0.26520621710928893,0.17097475291713626,0.08083641463725615,0.08083641463725615,0.20680861915083515,0.14832078700358658,0.2567894938161418,0.16446725312626576
90,150.57311010360718,48.258302090733196,0.08872842981275242,0.08872842981275242,0.21086770285154816,0.15339615830898343,0.26532860115040996,0.17079657142595042,0.08313145480045901,0.08313145480045901,0.2015810276679842,0.14660413707076295,0.25372944026520466,0.1634719578698173
91,146.24554300308228,48.249217997332494,0.08860604577163138,0.08860604577163138,0.20756333374128014,0.1514374334084741,0.26043323950556846,0.16842693543437062,0.08287645033788091,0.08287645033788091,0.20476858345021037,0.14755839003024623,0.254621955884228,0.16368209791703292
92,150.46442103385925,48.24400886367489,0.087382205360421,0.087382205360421,0.21380491983845307,0.15424331216242568,0.2693672745074042,0.1721057226609431,0.08274894810659186,0.08274894810659186,0.2042585745250542,0.14792166867457404,0.2565344893535637,0.164852745159387
93,155.75154185295105,48.21503567032221,0.08689266919593686,0.08689266919593686,0.21184677518051645,0.1534044465095465,0.2671643617672256,0.17125234305092674,0.08313145480045901,0.08313145480045901,0.20897615708274894,0.14978919505510618,0.25895703174805557,0.16582324374745
94,152.30611944198608,48.218888759945926,0.0854240607024844,0.0854240607024844,0.21123485497491126,0.15230122324215595,0.26618528943825726,0.17013026803290593,0.08313145480045901,0.08313145480045901,0.2032385566747418,0.1472233353517774,0.2584470228228994,0.1652493759501456
95,142.96664595603943,48.21280869555947,0.0909313425529311,0.0909313425529311,0.21417207196181617,0.15602571494342093,0.2663076734793783,0.17280224244300746,0.08529899273237282,0.08529899273237282,0.20578860130052276,0.14935662998968313,0.25513196480938416,0.16526013064807005
96,147.94556617736816,48.18375135326452,0.08420022029127401,0.08420022029127401,0.20988863052257986,0.15091529047601504,0.26459429690368375,0.16846102853983244,0.07981639678694377,0.07981639678694377,0.20451357898763228,0.14624679760788223,0.254621955884228,0.16235007233390483
97,151.5700113773346,48.17117593418485,0.08579121282584751,0.08579121282584751,0.2064618773711908,0.14964133304826574,0.26067800758781057,0.16705588023485454,0.08236644141272473,0.08236644141272473,0.20170852989927324,0.14550064582233752,0.2511793956394237,0.16141307408311423
98,150.86990571022034,48.149024379780066,0.0883612776893893,0.0883612776893893,0.2109900868926692,0.15326203149632248,0.2656957532737731,0.17092406913125666,0.08504398826979472,0.08504398826979472,0.20451357898763228,0.1484509473755608,0.2552594670406732,0.16491472173539654
99,143.01058745384216,48.12109768263445,0.08885081385387346,0.08885081385387346,0.21123485497491126,0.1535251973060773,0.26606290539713623,0.17130477043497214,0.08211143695014662,0.08211143695014662,0.206426112456968,0.1479968834855066,0.25589697819711843,0.1639624730134427
100,149.29060745239258,48.12146965309144,0.08762697344266308,0.08762697344266308,0.21172439113939542,0.15278873941755663,0.26459429690368375,0.1698479247259519,0.08185643248756853,0.08185643248756853,0.20234604105571846,0.14617986534606373,0.2567894938161418,0.16379249787111755
